Experiment ID,Test Date,Deployment Type,Service Name,Base URL,Endpoint,HTTP Method,Workload Level,VUs,Duration,Run Number,Average Latency (ms),Median Latency (ms),P95 Latency (ms),P99 Latency (ms),Min Latency (ms),Max Latency (ms),Requests per Second,Total Requests,Failed Requests,Error Rate (%),Cold Start Observed (Yes/No),Notes
E1,,,,,,,,,,, , , , , , , , , , ,,
E1,,,,,,,,,,, , , , , , , , , , ,,
E1,,,,,,,,,,, , , , , , , , , , ,,
E2,,,,,,,,,,, , , , , , , , , , ,,
E2,,,,,,,,,,, , , , , , , , , , ,,
E2,,,,,,,,,,, , , , , , , , , , ,,
E3,,,,,,,,,,, , , , , , , , , , ,,
E3,,,,,,,,,,, , , , , , , , , , ,,
E3,,,,,,,,,,, , , , , , , , , , ,,
E4,,,,,,,,,,, , , , , , , , , , ,,
E4,,,,,,,,,,, , , , , , , , , , ,,
E4,,,,,,,,,,, , , , , , , , , , ,,
E5,,,,,,,,,,, , , , , , , , , , ,,
E5,,,,,,,,,,, , , , , , , , , , ,,
